fileName,class
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-DryFrass.csv,S
Benefitscsv-statemblow-statembhigh-yrdispl.csv,D
newspamcsv-yesnoy-yesnon-bang.csv,D
collegescsv-LocaleSmallCity-LocaleRemoteRural-SATAverage.csv,N
VAcsv-cell4-cell1-diagtime.csv,D
Melanomacsv-thicknesslow-thicknesshigh-time.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogCassim.csv,S
UScerealcsv-calorieshigh-calorieslow-vitamins.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Nassim.csv,D
epilcsv-lagehigh-lagelow-trt.csv,S
collegescsv-LocaleSmallCity-NumberofEmployed8yearsafterentryhigh-UndergradPopulation.csv,D
leafshapecsv-latitudehigh-latitudelow-bladewid.csv,N
UScerealcsv-shelf3-shelf1-calories.csv,D
Capmcsv-rfoodhigh-rfoodlow-rcon.csv,D
Gasolinecsv-lincomephigh-lincomeplow-year.csv,N
BirdNestcsv-Nesttypecup-Nesttypecavity-Length.csv,D
Malescsv-school15-school9-wage.csv,D
Bostoncsv-blackhigh-blacklow-indus.csv,D
Caterpillarscsv-FgpY-FgpN-Nfrass.csv,S
RiceFarmscsv-wagehigh-wagelow-pseed.csv,D
Pimatecsv-typeYes-typeNo-ped.csv,D
UKHouseOfCommonscsv-labinc1-labinc0-v3.csv,D
UScerealcsv-vitaminsenriched-vitamins100-calories.csv,S
collegescsv-LocaleMidsizeCity-FederalLoanslow-FederalLoans.csv,D
admitcsv-grequanthigh-grequantlow-greverbal.csv,N
RiceFarmscsv-pphosphlow-pphosphhigh-pseed.csv,D
Bostoncsv-blackhigh-blacklow-age.csv,S
citiescsv-CountryThailand-CountryChina-Distancetonearestairportinmiles.csv,D
Salariescsv-rankProf-rankAssocProf-yrsservice.csv,D
Bostoncsv-crimhigh-crimlow-black.csv,S
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-PellGrantRecipients.csv,S
Caschoolcsv-testscrhigh-testscrlow-distcod.csv,N
Pimatecsv-agehigh-agelow-bmi.csv,S
gilgaiscsv-c80high-c80low-pH80.csv,N
aiscsv-hthigh-htlow-rcc.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogWetFrass.csv,N
Clothingcsv-Card1-Card0-Dollar12.csv,S
Backpackcsv-BackProblems1-BackProblems0-BodyWeight.csv,N
Gasolinecsv-lgaspcarlow-lgaspcarhigh-lincomep.csv,S
UScerealcsv-shelf3-shelf1-sodium.csv,S
iriscsv-Speciessetosa-Speciesvirginica-SepalWidth.csv,D
tintingcsv-agegpolder-agegpyounger-it.csv,D
aiscsv-bmihigh-bmilow-ssf.csv,S
Gasolinecsv-yearhigh-yearlow-lgaspcar.csv,S
Caterpillarscsv-FgpY-FgpN-DryFrass.csv,S
citiescsv-ContinentAfrica-CountryUSA-QualityofGasprovision.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogIntake.csv,N
Pimatecsv-agehigh-agelow-bp.csv,D
citiescsv-ContinentAfrica-ContinentAsia-Qualityofprivatehealthcareprovision.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Cassim.csv,S
citiescsv-CountryThailand-CountryChina-Olympicshosting.csv,D
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-AdmissionRate.csv,S
Melanomacsv-thicknesslow-thicknesshigh-year.csv,S
Backpackcsv-BackpackWeightlow-BackpackWeighthigh-Sex.csv,D
Pimatecsv-bmihigh-bmilow-glu.csv,S
collegescsv-LocaleMidsizeCity-MedianFamilyIncomehigh-PellGrantRecipients.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogNfrass.csv,N
Participationcsv-foreignyes-foreignno-lnnlinc.csv,D
MCAScsv-regdayhigh-regdaylow-totsc4.csv,D
Caterpillarscsv-FgpY-FgpN-LogDryFrass.csv,S
UScerealcsv-proteinlow-proteinhigh-carbo.csv,S
Rabbitcsv-TreatmentMDL-TreatmentControl-BPchange.csv,S
Marketscsv-Nik225chlow-Nik225chhigh-DJIAch.csv,D
Bostoncsv-crimhigh-crimlow-medv.csv,D
vote92csv-voteClinton-voteBush-clintondis.csv,D
sorptioncsv-year1989-year1988-ct.csv,S
admitcsv-female0-female1-grequant.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Mgp.csv,D
BirdNestcsv-Lengthlow-Lengthhigh-Nesttype.csv,S
aiscsv-bmihigh-bmilow-hc.csv,S
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofsportingfacilities.csv,D
citiescsv-Englishspeaking0-Englishspeaking1-Threatofterrorism.csv,S
Ericksencsv-minoritylow-minorityhigh-highschool.csv,D
UScerealcsv-proteinlow-proteinhigh-calories.csv,D
UScerealcsv-carbolow-carbohigh-protein.csv,S
