fileName,class
VAcsv-cell4-cell1-diagtime.csv,N
Caterpillarscsv-FgpY-FgpN-LogDryFrass.csv,S
citiescsv-ContinentAfrica-ContinentAsia-Qualityofprivatehealthcareprovision.csv,D
Caterpillarscsv-FgpY-FgpN-Nfrass.csv,S
vote92csv-voteClinton-voteBush-clintondis.csv,D
Caterpillarscsv-FgpY-FgpN-DryFrass.csv,S
aiscsv-bmihigh-bmilow-ssf.csv,D
citiescsv-Englishspeaking0-Englishspeaking1-Threatofterrorism.csv,S
Marketscsv-Nik225chlow-Nik225chhigh-DJIAch.csv,D
Bostoncsv-crimhigh-crimlow-black.csv,S
UKHouseOfCommonscsv-labinc1-labinc0-v3.csv,D
collegescsv-LocaleMidsizeCity-FederalLoanslow-FederalLoans.csv,S
Capmcsv-rfoodhigh-rfoodlow-rcon.csv,D
aiscsv-hthigh-htlow-rcc.csv,D
tintingcsv-agegpolder-agegpyounger-it.csv,D
UScerealcsv-shelf3-shelf1-sodium.csv,S
iriscsv-Speciessetosa-Speciesvirginica-SepalWidth.csv,D
MCAScsv-regdayhigh-regdaylow-totsc4.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Cassim.csv,N
citiescsv-CountryThailand-CountryChina-Olympicshosting.csv,D
UScerealcsv-carbolow-carbohigh-protein.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogIntake.csv,D
BirdNestcsv-Lengthlow-Lengthhigh-Nesttype.csv,N
collegescsv-LocaleSmallCity-LocaleRemoteRural-SATAverage.csv,N
UScerealcsv-vitaminsenriched-vitamins100-calories.csv,S
citiescsv-CountryThailand-CountryChina-Distancetonearestairportinmiles.csv,D
Gasolinecsv-yearhigh-yearlow-lgaspcar.csv,S
BirdNestcsv-Nesttypecup-Nesttypecavity-Length.csv,N
collegescsv-LocaleSmallCity-NumberofEmployed8yearsafterentryhigh-UndergradPopulation.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogCassim.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Nassim.csv,S
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-AdmissionRate.csv,S
Pimatecsv-bmihigh-bmilow-glu.csv,S
UScerealcsv-proteinlow-proteinhigh-carbo.csv,N
aiscsv-bmihigh-bmilow-hc.csv,S
sorptioncsv-year1989-year1988-ct.csv,N
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Mgp.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogWetFrass.csv,D
Salariescsv-rankProf-rankAssocProf-yrsservice.csv,D
Gasolinecsv-lgaspcarlow-lgaspcarhigh-lincomep.csv,S
collegescsv-LocaleMidsizeCity-MedianFamilyIncomehigh-PellGrantRecipients.csv,D
epilcsv-lagehigh-lagelow-trt.csv,D
Malescsv-school15-school9-wage.csv,D
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-PellGrantRecipients.csv,N
citiescsv-ContinentAfrica-CountryUSA-QualityofGasprovision.csv,D
admitcsv-grequanthigh-grequantlow-greverbal.csv,D
Bostoncsv-crimhigh-crimlow-medv.csv,D
Backpackcsv-BackProblems1-BackProblems0-BodyWeight.csv,D
Caschoolcsv-testscrhigh-testscrlow-distcod.csv,N
Ericksencsv-minoritylow-minorityhigh-highschool.csv,D
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofsportingfacilities.csv,D
Benefitscsv-statemblow-statembhigh-yrdispl.csv,D
UScerealcsv-proteinlow-proteinhigh-calories.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogNfrass.csv,S
admitcsv-female0-female1-grequant.csv,S
Melanomacsv-thicknesslow-thicknesshigh-year.csv,S
Pimatecsv-typeYes-typeNo-ped.csv,S
Melanomacsv-thicknesslow-thicknesshigh-time.csv,N
UScerealcsv-shelf3-shelf1-calories.csv,D
Participationcsv-foreignyes-foreignno-lnnlinc.csv,S
Clothingcsv-Card1-Card0-Dollar12.csv,N
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-DryFrass.csv,S
RiceFarmscsv-pphosphlow-pphosphhigh-pseed.csv,D
UScerealcsv-calorieshigh-calorieslow-vitamins.csv,S
newspamcsv-yesnoy-yesnon-bang.csv,S
Gasolinecsv-lincomephigh-lincomeplow-year.csv,D
Pimatecsv-agehigh-agelow-bp.csv,D
Bostoncsv-blackhigh-blacklow-indus.csv,D
Backpackcsv-BackpackWeightlow-BackpackWeighthigh-Sex.csv,D
gilgaiscsv-c80high-c80low-pH80.csv,N
leafshapecsv-latitudehigh-latitudelow-bladewid.csv,S
RiceFarmscsv-wagehigh-wagelow-pseed.csv,D
Rabbitcsv-TreatmentMDL-TreatmentControl-BPchange.csv,N
Pimatecsv-agehigh-agelow-bmi.csv,S
Bostoncsv-blackhigh-blacklow-age.csv,S
