fileName,class
Caterpillarscsv-FgpY-FgpN-LogIntake.csv,S
collegescsv-UndergradswithPellGranthigh-LocaleFringeTown-PellGrantRecipients.csv,D
birthwtcsv-bwtlow-bwthigh-smoke.csv,D
Daviscsv-sexF-sexM-weight.csv,D
UKHouseOfCommonscsv-coninc1-coninc0-v3.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogNassim.csv,D
Pimatecsv-typeYes-typeNo-bmi.csv,D
Melanomacsv-yearhigh-yearlow-status.csv,S
leafshapecsv-locationSabah-locationCostaRica-logpet.csv,D
Clothingcsv-Amounthigh-Amountlow-Freq12.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogDryFrass.csv,S
Caschoolcsv-grspanKK08-grspanKK06-distcod.csv,D
Backpackcsv-BackpackWeightlow-BackpackWeighthigh-BodyWeight.csv,N
cps3csv-re74low-re74high-re75.csv,D
cps3csv-educlow-educhigh-age.csv,S
tintingcsv-agegpolder-agegpyounger-csoa.csv,D
citiescsv-ContinentAfrica-CountryUSA-Discomfortofclimatetotravellers.csv,S
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofqualitytheatreproductions.csv,S
VAcsv-prior0-prior10-cell.csv,N
UScerealcsv-proteinlow-proteinhigh-shelf.csv,D
stVincentcsv-harvwthigh-harvwtlow-trt.csv,S
admitcsv-female0-female1-greverbal.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Intake.csv,S
Cigarettecsv-cpilow-cpihigh-tax.csv,D
citiescsv-ContinentAfrica-ContinentAsia-Threatofmilitaryconflict.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Mass.csv,N
citiescsv-CountryThailand-CountryChina-Qualityofpublichealthcareprovision.csv,N
Crimecsv-crmrtehigh-crmrtelow-density.csv,D
tintingcsv-sexm-sexf-agegp.csv,D
BirdNestcsv-Closed1-Closed0-Length.csv,S
Daviscsv-rephthigh-rephtlow-height.csv,D
UKHouseOfCommonscsv-y1laghigh-y1laglow-v3.csv,D
collegescsv-LocaleSmallCity-LocaleRemoteTown-MedianDebt.csv,D
citiescsv-ContinentAfrica-CountryUSA-Threatofterrorism.csv,D
cementcsv-nov0-nov1-gprc.csv,S
cementcsv-rnonchigh-rnonclow-ip.csv,D
Bostoncsv-crimhigh-crimlow-rm.csv,S
Bostoncsv-crimhigh-crimlow-lstat.csv,D
Caterpillarscsv-FgpY-FgpN-Mass.csv,D
environmentalcsv-temperaturelow-temperaturehigh-radiation.csv,S
Capmcsv-rfoodhigh-rfoodlow-rdur.csv,D
Caterpillarscsv-FgpY-FgpN-LogMass.csv,D
Crimecsv-densitylow-densityhigh-wfed.csv,D
Bostoncsv-blackhigh-blacklow-nox.csv,S
birthwtcsv-ftvlow-ftvhigh-age.csv,D
VAcsv-status0-status1-age.csv,N
cementcsv-rnonchigh-rnonclow-gmilemp.csv,D
Gasolinecsv-lgaspcarlow-lgaspcarhigh-lcarpcap.csv,D
VAcsv-status0-status1-cell.csv,N
sorptioncsv-year1989-year1988-m10.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogMass.csv,S
vote92csv-natlecon1-natlecon1-perotdis.csv,N
Gasolinecsv-yearhigh-yearlow-lincomep.csv,D
Bostoncsv-blackhigh-blacklow-medv.csv,D
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofwellknownsportsevents.csv,D
pbccsv-bilihigh-bililow-albumin.csv,S
gilgaiscsv-pH80high-pH80low-pH30.csv,D
Caschoolcsv-testscrhigh-testscrlow-elpct.csv,D
citiescsv-Englishspeaking0-Englishspeaking1-Over3Mpeopleincityproper.csv,D
transplantcsv-yearhigh-yearlow-futime.csv,D
collegescsv-LocaleSmallCity-NumberofEmployed8yearsafterentryhigh-Control.csv,D
Caterpillarscsv-FgpY-FgpN-WetFrass.csv,D
frogscsv-meanminlow-meanminhigh-distance.csv,S
admitcsv-grequanthigh-grequantlow-score.csv,D
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofoverthecounterdrugs.csv,D
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-UndergradswithPellGrant.csv,D
collegescsv-LocaleFringeTown-LocaleDistantTown-AverageCost.csv,D
UScerealcsv-vitaminsenriched-vitamins100-sugars.csv,D
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofmodernmusicconcerts.csv,S
Caschoolcsv-testscrhigh-testscrlow-avginc.csv,D
Ginzbergcsv-adjfatalhigh-adjfatallow-adjdep.csv,D
UKHouseOfCommonscsv-coninc1-coninc0-y1lag.csv,S
Greenecsv-languageEnglish-languageFrench-nation.csv,D
gilgaiscsv-c80high-c80low-pH30.csv,S
BirdNestcsv-Lengthlow-Lengthhigh-Page.csv,S
