fileName,class
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogNassim.csv,S
birthwtcsv-bwtlow-bwthigh-smoke.csv,N
Caterpillarscsv-FgpY-FgpN-LogMass.csv,D
collegescsv-LocaleSmallCity-LocaleRemoteTown-MedianDebt.csv,S
BirdNestcsv-Lengthlow-Lengthhigh-Page.csv,N
Clothingcsv-Amounthigh-Amountlow-Freq12.csv,N
UKHouseOfCommonscsv-y1laghigh-y1laglow-v3.csv,N
VAcsv-status0-status1-age.csv,S
gilgaiscsv-c80high-c80low-pH30.csv,N
cementcsv-rnonchigh-rnonclow-gmilemp.csv,S
Bostoncsv-blackhigh-blacklow-nox.csv,N
cementcsv-nov0-nov1-gprc.csv,S
Backpackcsv-BackpackWeightlow-BackpackWeighthigh-BodyWeight.csv,S
collegescsv-LocaleSmallCity-NumberofEmployed8yearsafterentryhigh-Control.csv,D
birthwtcsv-ftvlow-ftvhigh-age.csv,N
citiescsv-ContinentAfrica-CountryUSA-Threatofterrorism.csv,D
cps3csv-educlow-educhigh-age.csv,S
Crimecsv-densitylow-densityhigh-wfed.csv,D
sorptioncsv-year1989-year1988-m10.csv,S
gilgaiscsv-pH80high-pH80low-pH30.csv,N
citiescsv-CountryThailand-CountryChina-Qualityofpublichealthcareprovision.csv,D
Cigarettecsv-cpilow-cpihigh-tax.csv,N
vote92csv-natlecon1-natlecon1-perotdis.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Mass.csv,D
cps3csv-re74low-re74high-re75.csv,N
UKHouseOfCommonscsv-coninc1-coninc0-v3.csv,N
citiescsv-ContinentAfrica-CountryUSA-Discomfortofclimatetotravellers.csv,N
Caschoolcsv-testscrhigh-testscrlow-avginc.csv,N
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofmodernmusicconcerts.csv,N
Ginzbergcsv-adjfatalhigh-adjfatallow-adjdep.csv,N
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofwellknownsportsevents.csv,D
Bostoncsv-crimhigh-crimlow-rm.csv,S
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-UndergradswithPellGrant.csv,N
Caterpillarscsv-FgpY-FgpN-WetFrass.csv,N
Caschoolcsv-testscrhigh-testscrlow-elpct.csv,D
Crimecsv-crmrtehigh-crmrtelow-density.csv,S
Gasolinecsv-lgaspcarlow-lgaspcarhigh-lcarpcap.csv,D
Caschoolcsv-grspanKK08-grspanKK06-distcod.csv,D
admitcsv-female0-female1-greverbal.csv,N
citiescsv-Englishspeaking0-Englishspeaking1-Over3Mpeopleincityproper.csv,N
cementcsv-rnonchigh-rnonclow-ip.csv,D
collegescsv-LocaleFringeTown-LocaleDistantTown-AverageCost.csv,N
Pimatecsv-typeYes-typeNo-bmi.csv,S
Capmcsv-rfoodhigh-rfoodlow-rdur.csv,D
tintingcsv-sexm-sexf-agegp.csv,N
Melanomacsv-yearhigh-yearlow-status.csv,N
VAcsv-status0-status1-cell.csv,S
Bostoncsv-crimhigh-crimlow-lstat.csv,D
UKHouseOfCommonscsv-coninc1-coninc0-y1lag.csv,S
admitcsv-grequanthigh-grequantlow-score.csv,D
VAcsv-prior0-prior10-cell.csv,N
Greenecsv-languageEnglish-languageFrench-nation.csv,D
BirdNestcsv-Closed1-Closed0-Length.csv,S
frogscsv-meanminlow-meanminhigh-distance.csv,S
Gasolinecsv-yearhigh-yearlow-lincomep.csv,D
transplantcsv-yearhigh-yearlow-futime.csv,D
UScerealcsv-proteinlow-proteinhigh-shelf.csv,N
Bostoncsv-blackhigh-blacklow-medv.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Intake.csv,N
Daviscsv-sexF-sexM-weight.csv,D
pbccsv-bilihigh-bililow-albumin.csv,S
Caterpillarscsv-FgpY-FgpN-Mass.csv,D
stVincentcsv-harvwthigh-harvwtlow-trt.csv,S
Caterpillarscsv-FgpY-FgpN-LogIntake.csv,N
tintingcsv-agegpolder-agegpyounger-csoa.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogDryFrass.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogMass.csv,D
environmentalcsv-temperaturelow-temperaturehigh-radiation.csv,N
leafshapecsv-locationSabah-locationCostaRica-logpet.csv,S
Daviscsv-rephthigh-rephtlow-height.csv,D
citiescsv-ContinentAfrica-ContinentAsia-Threatofmilitaryconflict.csv,N
UScerealcsv-vitaminsenriched-vitamins100-sugars.csv,D
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofqualitytheatreproductions.csv,N
collegescsv-UndergradswithPellGranthigh-LocaleFringeTown-PellGrantRecipients.csv,D
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofoverthecounterdrugs.csv,S
