fileName,class
citiescsv-ContinentAfrica-ContinentAsia-Qualityofprivatehealthcareprovision.csv,N
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogNfrass.csv,S
citiescsv-Englishspeaking0-Englishspeaking1-Threatofterrorism.csv,S
Backpackcsv-BackProblems1-BackProblems0-BodyWeight.csv,N
collegescsv-LocaleSmallCity-NumberofEmployed8yearsafterentryhigh-UndergradPopulation.csv,N
UScerealcsv-proteinlow-proteinhigh-calories.csv,D
Caterpillarscsv-FgpY-FgpN-Nfrass.csv,N
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Nassim.csv,S
Bostoncsv-crimhigh-crimlow-medv.csv,N
iriscsv-Speciessetosa-Speciesvirginica-SepalWidth.csv,N
Pimatecsv-agehigh-agelow-bmi.csv,S
UScerealcsv-proteinlow-proteinhigh-carbo.csv,S
Capmcsv-rfoodhigh-rfoodlow-rcon.csv,S
leafshapecsv-latitudehigh-latitudelow-bladewid.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-DryFrass.csv,S
collegescsv-LocaleMidsizeCity-FederalLoanslow-FederalLoans.csv,N
Melanomacsv-thicknesslow-thicknesshigh-year.csv,N
UScerealcsv-vitaminsenriched-vitamins100-calories.csv,N
Melanomacsv-thicknesslow-thicknesshigh-time.csv,D
Caschoolcsv-testscrhigh-testscrlow-distcod.csv,D
Backpackcsv-BackpackWeightlow-BackpackWeighthigh-Sex.csv,N
aiscsv-hthigh-htlow-rcc.csv,D
Rabbitcsv-TreatmentMDL-TreatmentControl-BPchange.csv,S
UScerealcsv-carbolow-carbohigh-protein.csv,N
admitcsv-female0-female1-grequant.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Cassim.csv,S
vote92csv-voteClinton-voteBush-clintondis.csv,D
Caterpillarscsv-FgpY-FgpN-DryFrass.csv,S
Pimatecsv-typeYes-typeNo-ped.csv,N
Salariescsv-rankProf-rankAssocProf-yrsservice.csv,D
Marketscsv-Nik225chlow-Nik225chhigh-DJIAch.csv,D
MCAScsv-regdayhigh-regdaylow-totsc4.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogWetFrass.csv,N
Gasolinecsv-lgaspcarlow-lgaspcarhigh-lincomep.csv,N
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofsportingfacilities.csv,D
citiescsv-CountryThailand-CountryChina-Olympicshosting.csv,N
collegescsv-LocaleMidsizeCity-MedianFamilyIncomehigh-PellGrantRecipients.csv,D
Benefitscsv-statemblow-statembhigh-yrdispl.csv,D
Gasolinecsv-yearhigh-yearlow-lgaspcar.csv,S
UScerealcsv-calorieshigh-calorieslow-vitamins.csv,S
Bostoncsv-crimhigh-crimlow-black.csv,N
gilgaiscsv-c80high-c80low-pH80.csv,N
Caterpillarscsv-FgpY-FgpN-LogDryFrass.csv,S
newspamcsv-yesnoy-yesnon-bang.csv,N
BirdNestcsv-Lengthlow-Lengthhigh-Nesttype.csv,S
Gasolinecsv-lincomephigh-lincomeplow-year.csv,D
Bostoncsv-blackhigh-blacklow-indus.csv,S
Bostoncsv-blackhigh-blacklow-age.csv,S
aiscsv-bmihigh-bmilow-hc.csv,S
UScerealcsv-shelf3-shelf1-calories.csv,D
admitcsv-grequanthigh-grequantlow-greverbal.csv,N
BirdNestcsv-Nesttypecup-Nesttypecavity-Length.csv,N
citiescsv-CountryThailand-CountryChina-Distancetonearestairportinmiles.csv,N
Malescsv-school15-school9-wage.csv,N
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogCassim.csv,S
Pimatecsv-agehigh-agelow-bp.csv,S
Ericksencsv-minoritylow-minorityhigh-highschool.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogIntake.csv,S
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-AdmissionRate.csv,N
UScerealcsv-shelf3-shelf1-sodium.csv,N
tintingcsv-agegpolder-agegpyounger-it.csv,D
collegescsv-LocaleSmallCity-LocaleRemoteRural-SATAverage.csv,N
sorptioncsv-year1989-year1988-ct.csv,S
Participationcsv-foreignyes-foreignno-lnnlinc.csv,S
Clothingcsv-Card1-Card0-Dollar12.csv,N
VAcsv-cell4-cell1-diagtime.csv,S
RiceFarmscsv-pphosphlow-pphosphhigh-pseed.csv,D
RiceFarmscsv-wagehigh-wagelow-pseed.csv,D
Pimatecsv-bmihigh-bmilow-glu.csv,N
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Mgp.csv,N
epilcsv-lagehigh-lagelow-trt.csv,S
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-PellGrantRecipients.csv,S
aiscsv-bmihigh-bmilow-ssf.csv,S
UKHouseOfCommonscsv-labinc1-labinc0-v3.csv,D
citiescsv-ContinentAfrica-CountryUSA-QualityofGasprovision.csv,N
