fileName,class
Rabbitcsv-TreatmentMDL-TreatmentControl-BPchange.csv,S
Ericksencsv-minoritylow-minorityhigh-highschool.csv,N
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogWetFrass.csv,N
admitcsv-female0-female1-grequant.csv,S
Benefitscsv-statemblow-statembhigh-yrdispl.csv,D
Pimatecsv-agehigh-agelow-bp.csv,S
UScerealcsv-carbolow-carbohigh-protein.csv,N
RiceFarmscsv-pphosphlow-pphosphhigh-pseed.csv,N
UScerealcsv-shelf3-shelf1-calories.csv,N
Pimatecsv-agehigh-agelow-bmi.csv,S
admitcsv-grequanthigh-grequantlow-greverbal.csv,N
Caterpillarscsv-FgpY-FgpN-Nfrass.csv,S
citiescsv-CountryThailand-CountryChina-Olympicshosting.csv,S
aiscsv-bmihigh-bmilow-hc.csv,S
gilgaiscsv-c80high-c80low-pH80.csv,N
Bostoncsv-crimhigh-crimlow-black.csv,S
citiescsv-Englishspeaking0-Englishspeaking1-Threatofterrorism.csv,S
collegescsv-LocaleMidsizeCity-MedianFamilyIncomehigh-PellGrantRecipients.csv,N
Gasolinecsv-lgaspcarlow-lgaspcarhigh-lincomep.csv,S
collegescsv-LocaleMidsizeCity-FederalLoanslow-FederalLoans.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogNfrass.csv,S
leafshapecsv-latitudehigh-latitudelow-bladewid.csv,S
Gasolinecsv-lincomephigh-lincomeplow-year.csv,N
Participationcsv-foreignyes-foreignno-lnnlinc.csv,N
Capmcsv-rfoodhigh-rfoodlow-rcon.csv,D
Clothingcsv-Card1-Card0-Dollar12.csv,S
aiscsv-bmihigh-bmilow-ssf.csv,S
VAcsv-cell4-cell1-diagtime.csv,S
Caterpillarscsv-FgpY-FgpN-DryFrass.csv,S
Bostoncsv-blackhigh-blacklow-age.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogCassim.csv,N
BirdNestcsv-Lengthlow-Lengthhigh-Nesttype.csv,S
Malescsv-school15-school9-wage.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Mgp.csv,N
Gasolinecsv-yearhigh-yearlow-lgaspcar.csv,S
citiescsv-ContinentAfrica-ContinentAsia-Availabilityofsportingfacilities.csv,D
RiceFarmscsv-wagehigh-wagelow-pseed.csv,D
BirdNestcsv-Nesttypecup-Nesttypecavity-Length.csv,N
newspamcsv-yesnoy-yesnon-bang.csv,S
Backpackcsv-BackpackWeightlow-BackpackWeighthigh-Sex.csv,D
UScerealcsv-proteinlow-proteinhigh-calories.csv,N
Bostoncsv-blackhigh-blacklow-indus.csv,S
sorptioncsv-year1989-year1988-ct.csv,N
citiescsv-CountryThailand-CountryChina-Distancetonearestairportinmiles.csv,N
iriscsv-Speciessetosa-Speciesvirginica-SepalWidth.csv,D
citiescsv-ContinentAfrica-CountryUSA-QualityofGasprovision.csv,D
Pimatecsv-bmihigh-bmilow-glu.csv,N
Melanomacsv-thicknesslow-thicknesshigh-time.csv,N
UKHouseOfCommonscsv-labinc1-labinc0-v3.csv,S
MCAScsv-regdayhigh-regdaylow-totsc4.csv,N
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Nassim.csv,S
Caterpillarscsv-FgpY-FgpN-LogDryFrass.csv,S
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-AdmissionRate.csv,S
aiscsv-hthigh-htlow-rcc.csv,D
UScerealcsv-proteinlow-proteinhigh-carbo.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-LogIntake.csv,N
Melanomacsv-thicknesslow-thicknesshigh-year.csv,N
Bostoncsv-crimhigh-crimlow-medv.csv,D
Pimatecsv-typeYes-typeNo-ped.csv,S
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-DryFrass.csv,S
collegescsv-LocaleSmallCity-NumberofEmployed8yearsafterentryhigh-UndergradPopulation.csv,N
UScerealcsv-calorieshigh-calorieslow-vitamins.csv,S
UScerealcsv-vitaminsenriched-vitamins100-calories.csv,S
tintingcsv-agegpolder-agegpyounger-it.csv,D
Caschoolcsv-testscrhigh-testscrlow-distcod.csv,N
citiescsv-ContinentAfrica-ContinentAsia-Qualityofprivatehealthcareprovision.csv,D
collegescsv-LocaleSmallCity-LocaleRemoteRural-SATAverage.csv,D
UScerealcsv-shelf3-shelf1-sodium.csv,N
vote92csv-voteClinton-voteBush-clintondis.csv,D
Backpackcsv-BackProblems1-BackProblems0-BodyWeight.csv,N
epilcsv-lagehigh-lagelow-trt.csv,D
Caterpillarscsv-ActiveFeedingN-ActiveFeedingY-Cassim.csv,S
Salariescsv-rankProf-rankAssocProf-yrsservice.csv,D
collegescsv-LocaleMidsizeCity-LocaleRemoteTown-PellGrantRecipients.csv,D
Marketscsv-Nik225chlow-Nik225chhigh-DJIAch.csv,D
