fileName,oldGroupName,oldAttributeName,newGroupName,newAttributeName,attributeValue
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,60
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,45
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,55
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,34
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,35
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,65
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,23
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,37
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,38
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,80
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,27
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,85
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,29
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,29
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,31
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,36
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,29
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,55
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,35
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,33
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,42
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,28
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,30
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,32
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,33
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,21
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,37
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,23
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,145
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,85
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,60
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,20
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,42
gilgais.csv,c80:low,c00,Soils with low chloride content,Chloride content in ppm,28
