fileName,oldGroupName,oldAttributeName,newGroupName,newAttributeName,attributeValue
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-26
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-19
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-26
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-16
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-28
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-33
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-21
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-19
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-22
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-18
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-36
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-22
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-27
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-21
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-28
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-19
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-8
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-7
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-20
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-14
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-8
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-15
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-24
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-36
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-33
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-20
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-15
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-40
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-27
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-30
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-25
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-30
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-37
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-32
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-16
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-5
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-29
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-26
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-33
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-17
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-20
loti.csv,Year:low,JJA,Years before 1945,"Average temperature in Jun, Jul and Aug",-14
