fileName,oldGroupName,oldAttributeName,newGroupName,newAttributeName,attributeValue
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,R
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,P
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,R
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,R
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,P
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,P
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,Q
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,P
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,Q
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,R
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,N
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,N
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,K
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:low,mfr,Low-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,N
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,Q
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,P
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,P
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,P
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,P
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,Q
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,P
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,Q
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,K
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,R
UScereal.csv,calories:high,mfr,High-carb cereals,Manufacturer,G
