fileName,oldGroupName,oldAttributeName,newGroupName,newAttributeName,attributeValue
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,5000
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,5000
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,900
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,350
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,450
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,300
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,300
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,650
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,1920
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,1200
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,2000
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,1500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,600
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,9000
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,2100
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,650
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,75
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,2400
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,1500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,1000
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,1500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,310
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,2000
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,3200
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,200
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,800
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,300
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,1800
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,900
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,200
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,150
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,200
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,200
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,250
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,250
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,70
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,300
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,750
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,800
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,800
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,1000
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,680
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,680
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,250
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,800
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,600
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,400
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,400
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,2000
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,2000
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,100
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,300
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,250
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,250
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,100
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,500
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,300
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
RiceFarms.csv,wage:low,pesticide,Regions where labor wage is low,Pesticide cost,0
